MonetaryValue,Frequency,Recency
0.46495994347801817,0.4103576249361638,-0.6863919477606754
2.2546281704688065,-0.2157512922482916,-0.9516717451478622
-0.7433356287494517,-0.841860209432747,0.42683577341769824
-0.7375510465744917,-0.841860209432747,0.7347498239563973
0.5279791128389143,1.6625754593050746,-0.8711403780838948
-0.643801838063617,-0.5288057508405193,-0.07530098592233413
-0.04794558168305575,-0.841860209432747,0.05733891277125932
-0.16469138334277594,-0.5288057508405193,-0.02792959353176504
2.049448243460503,0.4103576249361638,-1.0322031122118298
2.1963394251223494,0.7234120835283915,-0.7953461502589843
-0.6043904964152298,0.0973031663439361,0.3178815709193893
3.192332858904045,1.9756299178973022,-1.0274659729727729
-0.515141391648428,-0.5288057508405193,-0.5205920743936836
0.0660629521480844,0.0973031663439361,-1.0037802767774884
-0.7200467060266802,-0.841860209432747,0.33683012787561695
-0.5609928423951244,-0.841860209432747,1.9616688868721366
-0.8704547010475763,-0.841860209432747,-1.022728833733716
-0.1911870729067963,-0.841860209432747,1.9332460514377952
0.33451894420346195,-0.2157512922482916,0.9147611150405598
2.504100457162868,1.0364665421206192,-0.8000832894980412
1.961138136719039,0.0973031663439361,-0.757449036346529
0.055379634991879687,-0.2157512922482916,-0.7006033654778461
-0.18237289332933035,-0.2157512922482916,0.4315729126567551
1.36039200382917,-0.2157512922482916,-0.9232489097135208
-0.6697217269517224,-0.5288057508405193,-0.9895688590603176
-0.6647166903072318,-0.5288057508405193,0.8058069125422509
1.8893313631964888,0.0973031663439361,0.4505214696129828
0.29826121856470067,0.0973031663439361,-0.653231973087277
0.3023272571838531,-0.2157512922482916,-1.017991694494659
0.43852626321755805,0.4103576249361638,-0.1653066314644154
-0.6274048065079495,-0.5288057508405193,-0.9043003527572931
0.4738184154151699,-0.841860209432747,0.753698380912625
-0.4187612169722193,-0.5288057508405193,0.5594756721112917
-0.8766201975158336,-0.841860209432747,0.9242353935186737
2.451658303294931,1.3495210007128469,-0.965883162865033
0.2655823155885485,-0.2157512922482916,0.8673897226499907
-0.5569179453040346,-0.841860209432747,-0.6627062515653909
1.4526972814142893,0.7234120835283915,-0.9374603274306915
-0.7961764138545606,-0.841860209432747,1.7579718995926894
1.1214170063806332,0.7234120835283915,-0.7006033654778461
-0.04698886671384345,-0.5288057508405193,-0.7385004793903014
3.027600714760776,3.540902210858441,-0.9516717451478622
-0.1790243909370872,-0.841860209432747,2.151154456434413
0.9579339067805015,-0.5288057508405193,-0.8711403780838948
0.26764633954990497,-0.841860209432747,-0.8237689856933257
0.627867242402235,1.0364665421206192,-0.4779578212421714
-0.8223089060691576,-0.841860209432747,0.9194982542796167
-0.9427398320547329,-0.841860209432747,0.39367579874429987
0.0029906319555656,0.7234120835283915,0.48841858352543804
-0.16491284514120474,-0.5288057508405193,-0.8048204287370981
0.22754403709041998,-0.841860209432747,-0.33584364407046413
0.3309489800127899,0.4103576249361638,-0.8048204287370981
2.4557863512176437,1.3495210007128469,-0.8853517958010656
-0.3187402103298412,-0.2157512922482916,0.4220986341786413
-0.6968286510794061,-0.841860209432747,0.9005496973233891
1.126271449002192,0.7234120835283915,-0.6863919477606754
-0.23215750561612206,0.0973031663439361,-0.7242890616731307
-0.5324951381733078,0.0973031663439361,-0.013718175814594315
-0.8246918350202515,-0.841860209432747,2.0706230893704456
0.7863453053578762,0.0973031663439361,-0.5063806566765129
-0.6577539313646307,-0.5288057508405193,0.7868583555860232
-0.4722752459445517,-0.841860209432747,-0.7385004793903014
-0.22936708695591934,0.7234120835283915,-0.965883162865033
2.2197789418680522,2.6017388350817576,-0.5869120237404802
1.034550830564925,1.9756299178973022,-1.0369402514508865
1.9546271598452327,0.0973031663439361,-0.2695236947236674
0.5384941190283132,-0.5288057508405193,-0.6721805300435046
0.0599594649833871,-0.5288057508405193,-0.11793523907384632
-0.16319430158539738,-0.2157512922482916,-0.9374603274306915
-0.8124317098592336,-0.841860209432747,-0.8379804034104965
2.8575623459271515,0.0973031663439361,-0.8379804034104965
-0.026658673618080626,-0.2157512922482916,-0.6390205553701063
-0.6240917380034547,-0.841860209432747,-0.5679634667842527
1.1811231072370343,-0.5288057508405193,-0.9753574413431468
0.021841460237824052,-0.5288057508405193,2.193788709585925
-0.34931079698495116,-0.5288057508405193,1.1468809377543483
-0.7285419806144086,-0.841860209432747,0.696852710043942
-0.8765138958525879,-0.841860209432747,-1.0274659729727729
-0.6805202042431101,-0.841860209432747,2.425908532299714
2.6149642334563197,0.4103576249361638,-0.9421974666697485
-0.6684106731050239,-0.5288057508405193,-0.9374603274306915
-0.11623554184655699,-0.841860209432747,-0.7669233148246428
-0.6218948369630412,-0.841860209432747,0.10944744440088532
-0.6803961856359899,-0.841860209432747,-0.8332432641714396
2.782770267361782,0.4103576249361638,-0.9374603274306915
-0.394489003864424,0.4103576249361638,-0.30268366939706576
-0.6953492862659019,-0.841860209432747,-0.9611460236259761
-0.37775535037514474,-0.841860209432747,-0.40690073265631777
1.2822779982873678,-0.2157512922482916,-0.8332432641714396
1.260016658309306,1.0364665421206192,-0.7290262009121875
0.32684750750588865,0.0973031663439361,-0.705340504716903
-0.6512429544908243,-0.841860209432747,1.8242918489394861
-0.7413424725635925,-0.841860209432747,1.1184581023200069
-0.44880915378303726,-0.841860209432747,-0.30742080863612264
-0.17356757222380179,-0.5288057508405193,-0.9516717451478622
0.05957855069008953,0.0973031663439361,-0.7906090110199274
-0.15632898583410496,1.3495210007128469,-0.9943059982993745
-0.39981294549865215,-0.5288057508405193,-0.9611460236259761
-0.8864885352538205,-0.841860209432747,0.9621325074311289
1.8648996975938243,0.4103576249361638,-0.15109521374724466
1.7159001996109358,-0.5288057508405193,1.4358464313368198
-0.816373729871266,-0.841860209432747,2.2269486842593236
1.295734017159901,-0.2157512922482916,-0.7858718717808705
-0.06013483906857626,-0.5288057508405193,-0.7858718717808705
-0.5204653332826561,-0.841860209432747,-1.022728833733716
-0.5849461505131821,-0.841860209432747,-0.9895688590603176
3.2788092619545193,1.0364665421206192,-0.9090374919963501
-0.37686064470949243,-0.841860209432747,1.4642692667711612
-0.1915591287281566,-0.841860209432747,1.0047667605826411
-0.7513968382122596,-0.841860209432747,2.4211713930606567
0.09844952555031057,-0.2157512922482916,-0.9943059982993745
-0.739322740961922,-0.841860209432747,0.5500013936331778
-0.6281754935664815,-0.841860209432747,-0.8569289603667241
-0.4662337680834143,-0.2157512922482916,-0.7432376186293583
-0.6677374292378004,-0.5288057508405193,-0.25531227700649667
0.4157688488110159,1.6625754593050746,-0.965883162865033
-0.7583950310426093,-0.841860209432747,1.994828861545535
-0.9562135678711403,-0.5288057508405193,1.8953489375253398
-0.6943482789370036,-0.2157512922482916,-0.9421974666697485
-0.6872437844434081,-0.841860209432747,1.6111205831819253
